session_id,session_type,session_date
MEC-20180924-M,morning,09/24/2018
MEC-20180925-A,afternoon,09/25/2018
MEC-20180925-E,evening,09/25/2018
MEC-20180925-M,morning,09/25/2018
MEC-20180926-A,afternoon,09/26/2018
MEC-20180926-E,evening,09/26/2018
MEC-20180926-M,morning,09/26/2018
MEC-20180927-A,afternoon,09/27/2018
MEC-20180927-E,evening,09/27/2018
MEC-20180927-M,morning,09/27/2018
MEC-20180928-A,afternoon,09/28/2018
MEC-20180928-E,evening,09/28/2018
MEC-20180928-M,morning,09/28/2018
MEC-20181001-A,afternoon,10/01/2018
MEC-20181001-E,evening,10/01/2018
MEC-20181001-M,morning,10/01/2018
MEC-20181002-A,afternoon,10/02/2018
MEC-20181002-E,evening,10/02/2018
MEC-20181002-M,morning,10/02/2018
MEC-20181003-A,afternoon,10/03/2018
MEC-20181003-E,evening,10/03/2018
MEC-20181003-M,morning,10/03/2018
MEC-20181004-A,afternoon,10/04/2018
MEC-20181004-E,evening,10/04/2018
MEC-20181004-M,morning,10/04/2018
MEC-20181005-A,afternoon,10/05/2018
MEC-20181005-E,evening,10/05/2018
MEC-20181005-M,morning,10/05/2018
MEC-20181008-A,afternoon,10/08/2018
MEC-20181008-E,evening,10/08/2018
MEC-20181008-M,morning,10/08/2018
MEC-20181009-A,afternoon,10/09/2018
MEC-20181009-E,evening,10/09/2018
MEC-20181009-M,morning,10/09/2018
MEC-20181010-A,afternoon,10/10/2018
MEC-20181010-E,evening,10/10/2018
MEC-20181010-M,morning,10/10/2018
MEC-20181011-A,afternoon,10/11/2018
MEC-20181011-E,evening,10/11/2018
MEC-20181011-M,morning,10/11/2018
MEC-20181012-A,afternoon,10/12/2018
MEC-20181012-E,evening,10/12/2018
MEC-20181012-M,morning,10/12/2018
MEC-20181015-A,afternoon,10/15/2018
MEC-20181015-E,evening,10/15/2018
MEC-20181015-M,morning,10/15/2018
MEC-20181016-A,afternoon,10/16/2018
MEC-20181016-E,evening,10/16/2018
MEC-20181016-M,morning,10/16/2018
MEC-20181017-A,afternoon,10/17/2018
MEC-20181017-E,evening,10/17/2018
MEC-20181017-M,morning,10/17/2018
MEC-20181018-A,afternoon,10/18/2018
MEC-20181018-E,evening,10/18/2018
MEC-20181018-M,morning,10/18/2018
MEC-20181019-A,afternoon,10/19/2018
MEC-20181019-E,evening,10/19/2018
MEC-20181019-M,morning,10/19/2018
MEC-20181022-A,afternoon,10/22/2018
MEC-20181022-E,evening,10/22/2018
MEC-20181022-M,morning,10/22/2018
MEC-20181023-A,afternoon,10/23/2018
MEC-20181023-E,evening,10/23/2018
MEC-20181023-M,morning,10/23/2018
MEC-20181024-A,afternoon,10/24/2018
MEC-20181024-E,evening,10/24/2018
MEC-20181024-M,morning,10/24/2018
MEC-20181025-A,afternoon,10/25/2018
MEC-20181025-E,evening,10/25/2018
MEC-20181025-M,morning,10/25/2018
MEC-20181026-A,afternoon,10/26/2018
MEC-20181026-E,evening,10/26/2018
MEC-20181026-M,morning,10/26/2018
MEC-20181029-A,afternoon,10/29/2018
MEC-20181029-E,evening,10/29/2018
MEC-20181029-M,morning,10/29/2018
MEC-20181030-A,afternoon,10/30/2018
MEC-20181030-E,evening,10/30/2018
MEC-20181030-M,morning,10/30/2018
MEC-20181031-A,afternoon,10/31/2018
MEC-20181031-E,evening,10/31/2018
MEC-20181031-M,morning,10/31/2018
MEC-20181101-A,afternoon,11/01/2018
MEC-20181101-E,evening,11/01/2018
MEC-20181101-M,morning,11/01/2018
MEC-20181102-A,afternoon,11/02/2018
MEC-20181102-E,evening,11/02/2018
MEC-20181102-M,morning,11/02/2018
MEC-20181105-A,afternoon,11/05/2018
MEC-20181105-E,evening,11/05/2018
MEC-20181105-M,morning,11/05/2018
MEC-20181106-A,afternoon,11/06/2018
MEC-20181106-E,evening,11/06/2018
MEC-20181106-M,morning,11/06/2018
MEC-20181107-A,afternoon,11/07/2018
MEC-20181107-E,evening,11/07/2018
MEC-20181107-M,morning,11/07/2018
MEC-20181108-A,afternoon,11/08/2018
MEC-20181108-E,evening,11/08/2018
MEC-20181108-M,morning,11/08/2018
MEC-20181109-A,afternoon,11/09/2018
MEC-20181109-E,evening,11/09/2018
MEC-20181109-M,morning,11/09/2018
MEC-20181112-A,afternoon,11/12/2018
MEC-20181112-E,evening,11/12/2018
MEC-20181112-M,morning,11/12/2018
MEC-20181113-A,afternoon,11/13/2018
MEC-20181113-E,evening,11/13/2018
MEC-20181113-M,morning,11/13/2018
MEC-20181114-A,afternoon,11/14/2018
MEC-20181114-E,evening,11/14/2018
MEC-20181114-M,morning,11/14/2018
MEC-20181115-A,afternoon,11/15/2018
MEC-20181115-E,evening,11/15/2018
MEC-20181115-M,morning,11/15/2018
MEC-20181116-A,afternoon,11/16/2018
MEC-20181116-E,evening,11/16/2018
MEC-20181116-M,morning,11/16/2018
MEC-20181119-A,afternoon,11/19/2018
MEC-20181119-E,evening,11/19/2018
MEC-20181119-M,morning,11/19/2018
MEC-20181120-A,afternoon,11/20/2018
MEC-20181120-E,evening,11/20/2018
MEC-20181120-M,morning,11/20/2018
MEC-20181121-A,afternoon,11/21/2018
MEC-20181121-E,evening,11/21/2018
MEC-20181121-M,morning,11/21/2018
MEC-20181122-A,afternoon,11/22/2018
MEC-20181122-E,evening,11/22/2018
MEC-20181122-M,morning,11/22/2018
MEC-20181123-A,afternoon,11/23/2018
MEC-20181123-E,evening,11/23/2018
MEC-20181123-M,morning,11/23/2018
MEC-20181126-A,afternoon,11/26/2018
MEC-20181126-E,evening,11/26/2018
MEC-20181126-M,morning,11/26/2018
MEC-20181127-A,afternoon,11/27/2018
MEC-20181127-E,evening,11/27/2018
MEC-20181127-M,morning,11/27/2018
MEC-20181128-A,afternoon,11/28/2018
MEC-20181128-E,evening,11/28/2018
MEC-20181128-M,morning,11/28/2018
MEC-20181129-A,afternoon,11/29/2018
MEC-20181129-E,evening,11/29/2018
MEC-20181129-M,morning,11/29/2018
MEC-20181130-A,afternoon,11/30/2018
MEC-20181130-E,evening,11/30/2018
MEC-20181130-M,morning,11/30/2018
MEC-20181203-A,afternoon,12/03/2018
MEC-20181203-E,evening,12/03/2018
MEC-20181203-M,morning,12/03/2018
MEC-20181204-A,afternoon,12/04/2018
MEC-20181204-E,evening,12/04/2018
MEC-20181204-M,morning,12/04/2018
MEC-20181205-A,afternoon,12/05/2018
MEC-20181205-E,evening,12/05/2018
MEC-20181205-M,morning,12/05/2018
MEC-20181206-A,afternoon,12/06/2018
MEC-20181206-E,evening,12/06/2018
MEC-20181206-M,morning,12/06/2018
MEC-20181207-A,afternoon,12/07/2018
MEC-20181207-E,evening,12/07/2018
MEC-20181207-M,morning,12/07/2018
MEC-20181210-A,afternoon,12/10/2018
MEC-20181210-E,evening,12/10/2018
MEC-20181210-M,morning,12/10/2018
MEC-20181211-A,afternoon,12/11/2018
MEC-20181211-E,evening,12/11/2018
MEC-20181211-M,morning,12/11/2018
MEC-20181212-A,afternoon,12/12/2018
MEC-20181212-E,evening,12/12/2018
MEC-20181212-M,morning,12/12/2018
MEC-20181213-A,afternoon,12/13/2018
MEC-20181213-E,evening,12/13/2018
MEC-20181213-M,morning,12/13/2018
MEC-20181214-A,afternoon,12/14/2018
MEC-20181214-E,evening,12/14/2018
MEC-20181214-M,morning,12/14/2018
MEC-20181217-A,afternoon,12/17/2018
MEC-20181217-E,evening,12/17/2018
MEC-20181217-M,morning,12/17/2018
MEC-20181218-A,afternoon,12/18/2018
MEC-20181218-E,evening,12/18/2018
MEC-20181218-M,morning,12/18/2018
MEC-20181219-A,afternoon,12/19/2018
MEC-20181219-E,evening,12/19/2018
MEC-20181219-M,morning,12/19/2018
MEC-20181220-A,afternoon,12/20/2018
MEC-20181220-E,evening,12/20/2018
MEC-20181220-M,morning,12/20/2018
MEC-20181221-A,afternoon,12/21/2018
MEC-20181221-E,evening,12/21/2018
MEC-20181221-M,morning,12/21/2018
MEC-20181224-A,afternoon,12/24/2018
MEC-20181224-E,evening,12/24/2018
MEC-20181224-M,morning,12/24/2018
MEC-20181225-A,afternoon,12/25/2018
MEC-20181225-E,evening,12/25/2018
MEC-20181225-M,morning,12/25/2018
MEC-20181226-A,afternoon,12/26/2018
MEC-20181226-E,evening,12/26/2018
MEC-20181226-M,morning,12/26/2018
MEC-20181227-A,afternoon,12/27/2018
MEC-20181227-E,evening,12/27/2018
MEC-20181227-M,morning,12/27/2018
MEC-20181228-A,afternoon,12/28/2018
MEC-20181228-E,evening,12/28/2018
MEC-20181228-M,morning,12/28/2018
MEC-20181231-A,afternoon,12/31/2018
MEC-20181231-E,evening,12/31/2018
MEC-20181231-M,morning,12/31/2018
